@N: MF916 |Option synthesis_strategy=base is enabled. 
@N: BN362 :"c:\users\dande\desktop\13_ddr3_ov5640_hdmi\ipcore\afifo_16i_64o_512\rtl\ipml_fifo_ctrl_v1_3.v":106:8:106:13|Removing sequential instance frame_read_write_m0.write_buf.U_ipml_fifo_afifo_16i_64o_512.U_ipml_fifo_ctrl.ASYN_CTRL\.wbin_0[3] (in view: work.top(verilog)) because it does not drive other instances.
@N: BN362 :"c:\users\dande\desktop\13_ddr3_ov5640_hdmi\ipcore\afifo_16i_64o_512\rtl\ipml_fifo_ctrl_v1_3.v":106:8:106:13|Removing sequential instance frame_read_write_m0.write_buf.U_ipml_fifo_afifo_16i_64o_512.U_ipml_fifo_ctrl.ASYN_CTRL\.wbin_0[4] (in view: work.top(verilog)) because it does not drive other instances.
@N: BN362 :"c:\users\dande\desktop\13_ddr3_ov5640_hdmi\ipcore\afifo_16i_64o_512\rtl\ipml_fifo_ctrl_v1_3.v":106:8:106:13|Removing sequential instance frame_read_write_m0.write_buf.U_ipml_fifo_afifo_16i_64o_512.U_ipml_fifo_ctrl.ASYN_CTRL\.wbin_0[5] (in view: work.top(verilog)) because it does not drive other instances.
@N: BN362 :"c:\users\dande\desktop\13_ddr3_ov5640_hdmi\ipcore\afifo_16i_64o_512\rtl\ipml_fifo_ctrl_v1_3.v":106:8:106:13|Removing sequential instance frame_read_write_m0.write_buf.U_ipml_fifo_afifo_16i_64o_512.U_ipml_fifo_ctrl.ASYN_CTRL\.wbin_0[6] (in view: work.top(verilog)) because it does not drive other instances.
@N: BN362 :"c:\users\dande\desktop\13_ddr3_ov5640_hdmi\ipcore\afifo_16i_64o_512\rtl\ipml_fifo_ctrl_v1_3.v":106:8:106:13|Removing sequential instance frame_read_write_m0.write_buf.U_ipml_fifo_afifo_16i_64o_512.U_ipml_fifo_ctrl.ASYN_CTRL\.wbin_0[7] (in view: work.top(verilog)) because it does not drive other instances.
@N: BN362 :"c:\users\dande\desktop\13_ddr3_ov5640_hdmi\ipcore\afifo_16i_64o_512\rtl\ipml_fifo_ctrl_v1_3.v":106:8:106:13|Removing sequential instance frame_read_write_m0.write_buf.U_ipml_fifo_afifo_16i_64o_512.U_ipml_fifo_ctrl.ASYN_CTRL\.wbin_0[8] (in view: work.top(verilog)) because it does not drive other instances.
@N: BN362 :"c:\users\dande\desktop\13_ddr3_ov5640_hdmi\ipcore\afifo_16i_64o_512\rtl\ipml_fifo_ctrl_v1_3.v":106:8:106:13|Removing sequential instance frame_read_write_m0.write_buf.U_ipml_fifo_afifo_16i_64o_512.U_ipml_fifo_ctrl.ASYN_CTRL\.wbin_0[9] (in view: work.top(verilog)) because it does not drive other instances.
@N: BN362 :"c:\users\dande\desktop\13_ddr3_ov5640_hdmi\ipcore\afifo_16i_64o_512\rtl\ipml_fifo_ctrl_v1_3.v":106:8:106:13|Removing sequential instance frame_read_write_m0.write_buf.U_ipml_fifo_afifo_16i_64o_512.U_ipml_fifo_ctrl.ASYN_CTRL\.wbin_0[10] (in view: work.top(verilog)) because it does not drive other instances.
@N: BN362 :"c:\users\dande\desktop\13_ddr3_ov5640_hdmi\source\dynamo\controller.v":314:0:314:5|Removing sequential instance M1.xplace1_0_1[1] (in view: work.top(verilog)) because it does not drive other instances.
@N: BN362 :"c:\users\dande\desktop\13_ddr3_ov5640_hdmi\source\dynamo\controller.v":314:0:314:5|Removing sequential instance M1.xplace1_0_1[2] (in view: work.top(verilog)) because it does not drive other instances.
@N: BN362 :"c:\users\dande\desktop\13_ddr3_ov5640_hdmi\source\dynamo\controller.v":314:0:314:5|Removing sequential instance M1.xplace1_0_1[3] (in view: work.top(verilog)) because it does not drive other instances.
@N: BN362 :"c:\users\dande\desktop\13_ddr3_ov5640_hdmi\source\dynamo\controller.v":314:0:314:5|Removing sequential instance M1.xplace1_0_1[4] (in view: work.top(verilog)) because it does not drive other instances.
@N: BN362 :"c:\users\dande\desktop\13_ddr3_ov5640_hdmi\source\dynamo\controller.v":314:0:314:5|Removing sequential instance M1.xplace1_0_1[5] (in view: work.top(verilog)) because it does not drive other instances.
@N: BN362 :"c:\users\dande\desktop\13_ddr3_ov5640_hdmi\source\dynamo\controller.v":314:0:314:5|Removing sequential instance M1.xplace1_0_1[6] (in view: work.top(verilog)) because it does not drive other instances.
@N: BN362 :"c:\users\dande\desktop\13_ddr3_ov5640_hdmi\source\dynamo\controller.v":314:0:314:5|Removing sequential instance M1.xplace1_0_1[7] (in view: work.top(verilog)) because it does not drive other instances.
@N: BN362 :"c:\users\dande\desktop\13_ddr3_ov5640_hdmi\source\dynamo\controller.v":314:0:314:5|Removing sequential instance M1.xplace1_0_1[8] (in view: work.top(verilog)) because it does not drive other instances.
@N: BN362 :"c:\users\dande\desktop\13_ddr3_ov5640_hdmi\source\dynamo\controller.v":314:0:314:5|Removing sequential instance M1.xplace1_0_1[9] (in view: work.top(verilog)) because it does not drive other instances.
@N: BN362 :"c:\users\dande\desktop\13_ddr3_ov5640_hdmi\source\dynamo\controller.v":314:0:314:5|Removing sequential instance M1.xplace1_0_1[10] (in view: work.top(verilog)) because it does not drive other instances.
@N: BN362 :"c:\users\dande\desktop\13_ddr3_ov5640_hdmi\source\dynamo\controller.v":314:0:314:5|Removing sequential instance M1.xplace1_0_1[11] (in view: work.top(verilog)) because it does not drive other instances.
@N: BN362 :"c:\users\dande\desktop\13_ddr3_ov5640_hdmi\source\dynamo\controller.v":314:0:314:5|Removing sequential instance M1.xplace1_0_1[12] (in view: work.top(verilog)) because it does not drive other instances.
@N: BN362 :"c:\users\dande\desktop\13_ddr3_ov5640_hdmi\source\dynamo\controller.v":314:0:314:5|Removing sequential instance M1.xplace1_0_1[13] (in view: work.top(verilog)) because it does not drive other instances.
@N: BN362 :"c:\users\dande\desktop\13_ddr3_ov5640_hdmi\source\dynamo\controller.v":314:0:314:5|Removing sequential instance M1.xplace1_0_1[14] (in view: work.top(verilog)) because it does not drive other instances.
@N: BN362 :"c:\users\dande\desktop\13_ddr3_ov5640_hdmi\source\dynamo\controller.v":314:0:314:5|Removing sequential instance M1.xplace1_0_1[15] (in view: work.top(verilog)) because it does not drive other instances.
@N: BN362 :"c:\users\dande\desktop\13_ddr3_ov5640_hdmi\source\dynamo\controller.v":314:0:314:5|Removing sequential instance M1.xplace1_0[1] (in view: work.top(verilog)) because it does not drive other instances.
@N: BN362 :"c:\users\dande\desktop\13_ddr3_ov5640_hdmi\source\dynamo\controller.v":314:0:314:5|Removing sequential instance M1.xplace1_0[2] (in view: work.top(verilog)) because it does not drive other instances.
@N: BN362 :"c:\users\dande\desktop\13_ddr3_ov5640_hdmi\source\dynamo\controller.v":314:0:314:5|Removing sequential instance M1.xplace1_0[3] (in view: work.top(verilog)) because it does not drive other instances.
@N: BN362 :"c:\users\dande\desktop\13_ddr3_ov5640_hdmi\source\dynamo\controller.v":314:0:314:5|Removing sequential instance M1.xplace1_0[4] (in view: work.top(verilog)) because it does not drive other instances.
@N: BN362 :"c:\users\dande\desktop\13_ddr3_ov5640_hdmi\source\dynamo\controller.v":314:0:314:5|Removing sequential instance M1.xplace1_0[5] (in view: work.top(verilog)) because it does not drive other instances.
@N: BN362 :"c:\users\dande\desktop\13_ddr3_ov5640_hdmi\source\dynamo\controller.v":314:0:314:5|Removing sequential instance M1.xplace1_0[6] (in view: work.top(verilog)) because it does not drive other instances.
@N: BN362 :"c:\users\dande\desktop\13_ddr3_ov5640_hdmi\source\dynamo\controller.v":314:0:314:5|Removing sequential instance M1.xplace1_0[7] (in view: work.top(verilog)) because it does not drive other instances.
@N: BN362 :"c:\users\dande\desktop\13_ddr3_ov5640_hdmi\source\dynamo\controller.v":314:0:314:5|Removing sequential instance M1.xplace1_0[8] (in view: work.top(verilog)) because it does not drive other instances.
@N: BN362 :"c:\users\dande\desktop\13_ddr3_ov5640_hdmi\source\dynamo\controller.v":314:0:314:5|Removing sequential instance M1.xplace1_0[9] (in view: work.top(verilog)) because it does not drive other instances.
@N: BN362 :"c:\users\dande\desktop\13_ddr3_ov5640_hdmi\source\dynamo\controller.v":314:0:314:5|Removing sequential instance M1.xplace1_0[10] (in view: work.top(verilog)) because it does not drive other instances.
@N: BN362 :"c:\users\dande\desktop\13_ddr3_ov5640_hdmi\source\dynamo\controller.v":314:0:314:5|Removing sequential instance M1.xplace1_0[11] (in view: work.top(verilog)) because it does not drive other instances.
@N: BN362 :"c:\users\dande\desktop\13_ddr3_ov5640_hdmi\source\dynamo\controller.v":314:0:314:5|Removing sequential instance M1.xplace1_0[12] (in view: work.top(verilog)) because it does not drive other instances.
@N: BN362 :"c:\users\dande\desktop\13_ddr3_ov5640_hdmi\source\dynamo\controller.v":314:0:314:5|Removing sequential instance M1.xplace1_0[13] (in view: work.top(verilog)) because it does not drive other instances.
@N: BN362 :"c:\users\dande\desktop\13_ddr3_ov5640_hdmi\source\dynamo\controller.v":314:0:314:5|Removing sequential instance M1.xplace1_0[14] (in view: work.top(verilog)) because it does not drive other instances.
@N: BN362 :"c:\users\dande\desktop\13_ddr3_ov5640_hdmi\source\dynamo\controller.v":314:0:314:5|Removing sequential instance M1.xplace1_0[15] (in view: work.top(verilog)) because it does not drive other instances.
@N: BN362 :"c:\users\dande\desktop\13_ddr3_ov5640_hdmi\source\dynamo\controller.v":314:0:314:5|Removing sequential instance M1.xplace1_0_0[1] (in view: work.top(verilog)) because it does not drive other instances.
@N: BN362 :"c:\users\dande\desktop\13_ddr3_ov5640_hdmi\source\dynamo\controller.v":314:0:314:5|Removing sequential instance M1.xplace1_0_0[2] (in view: work.top(verilog)) because it does not drive other instances.
@N: BN362 :"c:\users\dande\desktop\13_ddr3_ov5640_hdmi\source\dynamo\controller.v":314:0:314:5|Removing sequential instance M1.xplace1_0_0[3] (in view: work.top(verilog)) because it does not drive other instances.
@N: BN362 :"c:\users\dande\desktop\13_ddr3_ov5640_hdmi\source\dynamo\controller.v":314:0:314:5|Removing sequential instance M1.xplace1_0_0[4] (in view: work.top(verilog)) because it does not drive other instances.
@N: BN362 :"c:\users\dande\desktop\13_ddr3_ov5640_hdmi\source\dynamo\controller.v":314:0:314:5|Removing sequential instance M1.xplace1_0_0[5] (in view: work.top(verilog)) because it does not drive other instances.
@N: BN362 :"c:\users\dande\desktop\13_ddr3_ov5640_hdmi\source\dynamo\controller.v":314:0:314:5|Removing sequential instance M1.xplace1_0_0[6] (in view: work.top(verilog)) because it does not drive other instances.
@N: BN362 :"c:\users\dande\desktop\13_ddr3_ov5640_hdmi\source\dynamo\controller.v":314:0:314:5|Removing sequential instance M1.xplace1_0_0[7] (in view: work.top(verilog)) because it does not drive other instances.
@N: BN362 :"c:\users\dande\desktop\13_ddr3_ov5640_hdmi\source\dynamo\controller.v":314:0:314:5|Removing sequential instance M1.xplace1_0_0[8] (in view: work.top(verilog)) because it does not drive other instances.
@N: BN362 :"c:\users\dande\desktop\13_ddr3_ov5640_hdmi\source\dynamo\controller.v":314:0:314:5|Removing sequential instance M1.xplace1_0_0[9] (in view: work.top(verilog)) because it does not drive other instances.
@N: BN362 :"c:\users\dande\desktop\13_ddr3_ov5640_hdmi\source\dynamo\controller.v":314:0:314:5|Removing sequential instance M1.xplace1_0_0[10] (in view: work.top(verilog)) because it does not drive other instances.
@N: BN362 :"c:\users\dande\desktop\13_ddr3_ov5640_hdmi\source\dynamo\controller.v":314:0:314:5|Removing sequential instance M1.xplace1_0_0[11] (in view: work.top(verilog)) because it does not drive other instances.
@N: BN362 :"c:\users\dande\desktop\13_ddr3_ov5640_hdmi\source\dynamo\controller.v":314:0:314:5|Removing sequential instance M1.xplace1_0_0[12] (in view: work.top(verilog)) because it does not drive other instances.
@N: BN362 :"c:\users\dande\desktop\13_ddr3_ov5640_hdmi\source\dynamo\controller.v":314:0:314:5|Removing sequential instance M1.xplace1_0_0[13] (in view: work.top(verilog)) because it does not drive other instances.
@N: BN362 :"c:\users\dande\desktop\13_ddr3_ov5640_hdmi\source\dynamo\controller.v":314:0:314:5|Removing sequential instance M1.xplace1_0_0[14] (in view: work.top(verilog)) because it does not drive other instances.
@N: BN362 :"c:\users\dande\desktop\13_ddr3_ov5640_hdmi\source\dynamo\controller.v":314:0:314:5|Removing sequential instance M1.xplace1_0_0[15] (in view: work.top(verilog)) because it does not drive other instances.
@N: BN362 :"c:\users\dande\desktop\13_ddr3_ov5640_hdmi\source\sources_1\color_bar.v":205:0:205:5|Removing sequential instance video_timing_data_m0.color_bar_m0.h_cnt_0[6] (in view: work.top(verilog)) because it does not drive other instances.
@N: BN362 :"c:\users\dande\desktop\13_ddr3_ov5640_hdmi\source\sources_1\color_bar.v":205:0:205:5|Removing sequential instance video_timing_data_m0.color_bar_m0.h_cnt_0[7] (in view: work.top(verilog)) because it does not drive other instances.
@N: BN362 :"c:\users\dande\desktop\13_ddr3_ov5640_hdmi\source\sources_1\color_bar.v":205:0:205:5|Removing sequential instance video_timing_data_m0.color_bar_m0.h_cnt_0[8] (in view: work.top(verilog)) because it does not drive other instances.
@N: BN362 :"c:\users\dande\desktop\13_ddr3_ov5640_hdmi\source\sources_1\color_bar.v":205:0:205:5|Removing sequential instance video_timing_data_m0.color_bar_m0.h_cnt_0[9] (in view: work.top(verilog)) because it does not drive other instances.
@N: BN362 :"c:\users\dande\desktop\13_ddr3_ov5640_hdmi\source\sources_1\color_bar.v":205:0:205:5|Removing sequential instance video_timing_data_m0.color_bar_m0.h_cnt_0[10] (in view: work.top(verilog)) because it does not drive other instances.
@N: BN362 :"c:\users\dande\desktop\13_ddr3_ov5640_hdmi\source\sources_1\color_bar.v":205:0:205:5|Removing sequential instance video_timing_data_m0.color_bar_m0.h_cnt_0[11] (in view: work.top(verilog)) because it does not drive other instances.
@N: BN362 :"c:\users\dande\desktop\13_ddr3_ov5640_hdmi\source\sources_1\color_bar.v":205:0:205:5|Removing sequential instance video_timing_data_m0.color_bar_m0.h_cnt_1[6] (in view: work.top(verilog)) because it does not drive other instances.
@N: BN362 :"c:\users\dande\desktop\13_ddr3_ov5640_hdmi\source\sources_1\color_bar.v":205:0:205:5|Removing sequential instance video_timing_data_m0.color_bar_m0.h_cnt_1[7] (in view: work.top(verilog)) because it does not drive other instances.
@N: BN362 :"c:\users\dande\desktop\13_ddr3_ov5640_hdmi\source\sources_1\color_bar.v":205:0:205:5|Removing sequential instance video_timing_data_m0.color_bar_m0.h_cnt_1[8] (in view: work.top(verilog)) because it does not drive other instances.
@N: BN362 :"c:\users\dande\desktop\13_ddr3_ov5640_hdmi\source\sources_1\color_bar.v":205:0:205:5|Removing sequential instance video_timing_data_m0.color_bar_m0.h_cnt_1[9] (in view: work.top(verilog)) because it does not drive other instances.
@N: BN362 :"c:\users\dande\desktop\13_ddr3_ov5640_hdmi\source\sources_1\color_bar.v":205:0:205:5|Removing sequential instance video_timing_data_m0.color_bar_m0.h_cnt_1[10] (in view: work.top(verilog)) because it does not drive other instances.
@N: BN362 :"c:\users\dande\desktop\13_ddr3_ov5640_hdmi\source\sources_1\color_bar.v":205:0:205:5|Removing sequential instance video_timing_data_m0.color_bar_m0.h_cnt_1[11] (in view: work.top(verilog)) because it does not drive other instances.
@N: BN362 :"c:\users\dande\desktop\13_ddr3_ov5640_hdmi\source\dynamo\clk_10hz.v":6:0:6:5|Removing sequential instance M1.X1.clk1.div_cnt_4[0] (in view: work.top(verilog)) because it does not drive other instances.
@N: BN362 :"c:\users\dande\desktop\13_ddr3_ov5640_hdmi\source\dynamo\clk_10hz.v":6:0:6:5|Removing sequential instance M1.X1.clk1.div_cnt_4[1] (in view: work.top(verilog)) because it does not drive other instances.
@N: BN362 :"c:\users\dande\desktop\13_ddr3_ov5640_hdmi\source\dynamo\clk_10hz.v":6:0:6:5|Removing sequential instance M1.X1.clk1.div_cnt_4[2] (in view: work.top(verilog)) because it does not drive other instances.
@N: BN362 :"c:\users\dande\desktop\13_ddr3_ov5640_hdmi\source\dynamo\clk_10hz.v":6:0:6:5|Removing sequential instance M1.X1.clk1.div_cnt_4[3] (in view: work.top(verilog)) because it does not drive other instances.
@N: BN362 :"c:\users\dande\desktop\13_ddr3_ov5640_hdmi\source\dynamo\clk_10hz.v":6:0:6:5|Removing sequential instance M1.X1.clk1.div_cnt_4[5] (in view: work.top(verilog)) because it does not drive other instances.
@N: BN362 :"c:\users\dande\desktop\13_ddr3_ov5640_hdmi\source\dynamo\clk_10hz.v":6:0:6:5|Removing sequential instance M1.X1.clk1.div_cnt_4[6] (in view: work.top(verilog)) because it does not drive other instances.
@N: BN362 :"c:\users\dande\desktop\13_ddr3_ov5640_hdmi\source\dynamo\clk_10hz.v":6:0:6:5|Removing sequential instance M1.X1.clk1.div_cnt_4[7] (in view: work.top(verilog)) because it does not drive other instances.
@N: BN362 :"c:\users\dande\desktop\13_ddr3_ov5640_hdmi\source\dynamo\clk_10hz.v":6:0:6:5|Removing sequential instance M1.X1.clk1.div_cnt_4[8] (in view: work.top(verilog)) because it does not drive other instances.
@N: BN362 :"c:\users\dande\desktop\13_ddr3_ov5640_hdmi\source\dynamo\clk_10hz.v":6:0:6:5|Removing sequential instance M1.X1.clk1.div_cnt_4[9] (in view: work.top(verilog)) because it does not drive other instances.
@N: BN362 :"c:\users\dande\desktop\13_ddr3_ov5640_hdmi\source\dynamo\clk_10hz.v":6:0:6:5|Removing sequential instance M1.X1.clk1.div_cnt_4[10] (in view: work.top(verilog)) because it does not drive other instances.
@N: BN362 :"c:\users\dande\desktop\13_ddr3_ov5640_hdmi\source\dynamo\clk_10hz.v":6:0:6:5|Removing sequential instance M1.X1.clk1.div_cnt_4[11] (in view: work.top(verilog)) because it does not drive other instances.
@N: BN362 :"c:\users\dande\desktop\13_ddr3_ov5640_hdmi\source\dynamo\clk_10hz.v":6:0:6:5|Removing sequential instance M1.X1.clk1.div_cnt_4[12] (in view: work.top(verilog)) because it does not drive other instances.
@N: BN362 :"c:\users\dande\desktop\13_ddr3_ov5640_hdmi\source\dynamo\clk_10hz.v":6:0:6:5|Removing sequential instance M1.X1.clk1.div_cnt_4[13] (in view: work.top(verilog)) because it does not drive other instances.
@N: BN362 :"c:\users\dande\desktop\13_ddr3_ov5640_hdmi\source\dynamo\clk_10hz.v":6:0:6:5|Removing sequential instance M1.X1.clk1.div_cnt_4[14] (in view: work.top(verilog)) because it does not drive other instances.
@N: BN362 :"c:\users\dande\desktop\13_ddr3_ov5640_hdmi\source\dynamo\clk_10hz.v":6:0:6:5|Removing sequential instance M1.X1.clk1.div_cnt_4[15] (in view: work.top(verilog)) because it does not drive other instances.
@N: BN362 :"c:\users\dande\desktop\13_ddr3_ov5640_hdmi\source\dynamo\clk_10hz.v":6:0:6:5|Removing sequential instance M1.X1.clk1.div_cnt_4[16] (in view: work.top(verilog)) because it does not drive other instances.
@N: BN362 :"c:\users\dande\desktop\13_ddr3_ov5640_hdmi\source\dynamo\clk_10hz.v":6:0:6:5|Removing sequential instance M1.X1.clk1.div_cnt_4[17] (in view: work.top(verilog)) because it does not drive other instances.
@N: BN362 :"c:\users\dande\desktop\13_ddr3_ov5640_hdmi\source\dynamo\clk_10hz.v":6:0:6:5|Removing sequential instance M1.X1.clk1.div_cnt_4[18] (in view: work.top(verilog)) because it does not drive other instances.
@N: BN362 :"c:\users\dande\desktop\13_ddr3_ov5640_hdmi\source\dynamo\clk_10hz.v":6:0:6:5|Removing sequential instance M1.X1.clk1.div_cnt_4[19] (in view: work.top(verilog)) because it does not drive other instances.
